2012-04-29-02:59:35:133|  INFO|ListViewDevices     |------>>>>>>> UpdatedataListViewDevices <<<<<<<<<<<---------------------
2012-04-29-02:59:35:184|  INFO|ListTriggers        |------>>>>>>> SyncdataListTriggers <<<<<<<<<<<---------------------
2012-04-29-02:59:35:220|  INFO|ListViewScenes      |------>>>>>>> SyncdataListViewScenes <<<<<<<<<<<---------------------
2012-04-29-03:08:08:012|  INFO|Load                |STARTED
2012-04-29-03:08:09:409|  INFO|HttpAPI Plugin      |HttpAPI Plugin plugin started on port 8082.
2012-04-29-03:08:10:151|  INFO|ListViewDevices     |------>>>>>>> UpdatedataListViewDevices <<<<<<<<<<<---------------------
2012-04-29-03:08:10:190|  INFO|ListTriggers        |------>>>>>>> SyncdataListTriggers <<<<<<<<<<<---------------------
2012-04-29-03:08:10:225|  INFO|ListViewScenes      |------>>>>>>> SyncdataListViewScenes <<<<<<<<<<<---------------------
2012-04-29-03:17:00:807|  INFO|Load                |STARTED
2012-04-29-03:17:02:278|  INFO|HttpAPI Plugin      |HttpAPI Plugin plugin started on port 8082.
2012-04-29-03:17:03:054|  INFO|ListViewDevices     |------>>>>>>> UpdatedataListViewDevices <<<<<<<<<<<---------------------
2012-04-29-03:17:03:098|  INFO|ListTriggers        |------>>>>>>> SyncdataListTriggers <<<<<<<<<<<---------------------
2012-04-29-03:17:03:133|  INFO|ListViewScenes      |------>>>>>>> SyncdataListViewScenes <<<<<<<<<<<---------------------
2012-04-29-03:17:03:247|  INFO|ScheduledTaskList   |------>>>>>>> Syned dataListTasks <<<<<<<<<<<---------------------
2012-04-29-03:17:08:980|  INFO|ListViewScenes      |------>>>>>>> SyncdataListViewScenes <<<<<<<<<<<---------------------
2012-04-29-03:17:22:287|  INFO|ListViewScenes      |------>>>>>>> SyncdataListViewScenes <<<<<<<<<<<---------------------
2012-04-29-03:33:00:674|  INFO|Load                |STARTED
2012-04-29-03:33:02:279|  INFO|HttpAPI Plugin      |HttpAPI Plugin plugin started on port 8082.
2012-04-29-03:33:03:066|  INFO|ListViewDevices     |------>>>>>>> UpdatedataListViewDevices <<<<<<<<<<<---------------------
2012-04-29-03:33:03:105|  INFO|ListTriggers        |------>>>>>>> SyncdataListTriggers <<<<<<<<<<<---------------------
2012-04-29-03:33:03:148|  INFO|ListViewScenes      |------>>>>>>> SyncdataListViewScenes <<<<<<<<<<<---------------------
2012-04-29-03:33:03:253|  INFO|ScheduledTaskList   |------>>>>>>> Syned dataListTasks <<<<<<<<<<<---------------------
2012-04-29-04:34:56:367|  INFO|MAIN                |Failed to start scene 'New Sceneio' because it has no commands!
2012-04-29-04:35:02:477|  INFO|MAIN                |Failed to start scene 'New Sceneio' because it has no commands!
2012-04-29-04:35:14:873|  INFO|ListViewScenes      |------>>>>>>> SyncdataListViewScenes <<<<<<<<<<<---------------------
2012-04-29-04:35:18:078|  INFO|EVENT               |Scene 'New Sceneio' started.
2012-04-29-04:35:18:182|  INFO|ListViewScenes      |------>>>>>>> SyncdataListViewScenes <<<<<<<<<<<---------------------
2012-04-29-04:35:18:211|  INFO|MAIN                |Scene 'New Sceneio' started.
2012-04-29-04:35:18:242|  INFO|MainForm            |[PROCESSING BUILTIN CMD] CMD_NAME:Repoll all Devices, ARG:
2012-04-29-04:35:18:332|  INFO|EVENT               |Scene 'New Sceneio' has completed with 0 errors.
2012-04-29-04:35:18:421|  INFO|ListViewScenes      |------>>>>>>> SyncdataListViewScenes <<<<<<<<<<<---------------------
2012-04-29-04:35:34:489|  INFO|ListViewScenes      |------>>>>>>> SyncdataListViewScenes <<<<<<<<<<<---------------------
2012-04-29-04:35:37:685|  INFO|EVENT               |Scene 'Movie time' started.
2012-04-29-04:35:37:801|  INFO|MainForm            |[PROCESSING BUILTIN CMD] CMD_NAME:Repoll all Devices, ARG:
2012-04-29-04:35:37:914|  INFO|ListViewScenes      |------>>>>>>> SyncdataListViewScenes <<<<<<<<<<<---------------------
2012-04-29-04:35:37:942|  INFO|MAIN                |Scene 'Movie time' started.
2012-04-29-04:35:38:013|  INFO|EVENT               |Scene 'Movie time' has completed with 0 errors.
